timestep,demand_BBEL_FIN,demand_BEEL_FIN,BESOLPV_P,BBSOLPV_P,BBWIND_P,BEWIND_P,BBRORHYD_P
1769,1932.287934480200,1676.126379603840,0,0,0.0493,0.0449,0.45
1770,2129.268743334980,1846.993631893560,0,0,0.0641,0.0716,0.45
1771,2137.780259766980,1854.376784770270,0,0,0.0776,0.1036,0.45
1772,2006.112311696500,1740.163930065150,0,0,0.0897,0.1237,0.45
1773,1875.139181293930,1626.553781717320,0,0,0.1001,0.1227,0.45
1774,1797.145898070140,1558.899993112310,0,0,0.1091,0.1071,0.45
1775,1655.229389397860,1435.797219637270,0,0,0.1125,0.0939,0.45
1776,1573.935722251450,1365.280575835170,0,0,0.1155,0.0954,0.45
1777,1513.660289559550,1312.995799340870,0,0,0.1163,0.1076,0.45
1778,1478.571997329690,1282.559128298090,0,0,0.118,0.1213,0.45
1779,1509.317679135070,1309.228884607860,0,0,0.126,0.1584,0.45
1780,1588.179484443770,1377.636056159460,0,0,0.1273,0.1661,0.45
1781,1686.322480037200,1462.768329125680,0.0009,0.0008,0.1285,0.1436,0.45
1782,1871.317684120400,1623.238896752260,0.0289,0.0309,0.1276,0.1386,0.45
1783,2036.684289084900,1766.683009785600,0.1003,0.1152,0.1785,0.213,0.45
1784,2130.832083087790,1848.349721197440,0.2292,0.2652,0.217,0.2509,0.45
1785,2154.629588213990,1868.992413934380,0.2398,0.3372,0.23,0.2261,0.45
1786,2207.783139809720,1915.099450266520,0.2285,0.3467,0.2255,0.2076,0.45
1787,2288.208284871240,1984.862711122020,0.2733,0.3512,0.2143,0.1883,0.45
1788,2231.754349352900,1935.892819592790,0.2603,0.3255,0.2109,0.1779,0.45
1789,2199.271623377730,1907.716297389810,0.2174,0.2723,0.2133,0.1701,0.45
1790,2198.403101292830,1906.962914443210,0.1474,0.1838,0.221,0.174,0.45
1791,2146.986593866890,1862.362644004270,0.0653,0.0827,0.2017,0.1467,0.45
1792,2103.560489622000,1824.693496674080,0.0107,0.0137,0.1866,0.1399,0.45
1793,2142.991392276360,1858.897082449890,0,0,0.2335,0.2144,0.45
1794,2203.614233802220,1911.483212122830,0,0,0.2383,0.2316,0.45
1795,2211.778341400250,1918.565011820900,0,0,0.2364,0.243,0.45
1796,2038.247628837700,1768.039099089490,0,0,0.2203,0.2286,0.45
1797,1899.457799671080,1647.648504222230,0,0,0.2155,0.226,0.45
1798,1830.323441713230,1587.679221672580,0,0,0.2034,0.211,0.45
1799,1701.955877565360,1476.329222164550,0,0,0.1974,0.1963,0.45
1800,1607.113265894540,1394.059804395420,0,0,0.1918,0.1929,0.45
1801,1561.429004228930,1354.431861404070,0,0,0.1825,0.1947,0.45
1802,1557.954915889330,1351.418329617660,0,0,0.1772,0.198,0.45
1803,1573.762017834470,1365.129899245840,0,0,0.1685,0.2044,0.45
1804,1636.295607947090,1419.373471401310,0,0,0.1595,0.2074,0.45
1805,1755.977951245990,1523.189641443300,0.0074,0.0099,0.1429,0.1671,0.45
1806,1901.194843840860,1649.155270115430,0.0993,0.1151,0.1109,0.1264,0.45
1807,2072.988512233620,1798.174416953640,0.2588,0.2942,0.1063,0.1094,0.45
1808,2148.723638036690,1863.869409897480,0.362,0.4171,0.1542,0.1686,0.45
1809,2152.545135210240,1867.184294862540,0.4302,0.5017,0.1825,0.2161,0.45
1810,2203.266824968250,1911.181858944180,0.4662,0.5474,0.1677,0.2063,0.45
1811,2233.317689105710,1937.248908896670,0.4675,0.5521,0.1423,0.1767,0.45
1812,2181.032659594870,1891.895255511130,0.4333,0.5147,0.1137,0.1379,0.45
1813,2130.658378670820,1848.199044608120,0.3673,0.4384,0.0883,0.102,0.45
1814,2100.607514533360,1822.131994655630,0.2696,0.3249,0.0685,0.0737,0.45
1815,2034.252427247180,1764.573537535110,0.1518,0.1854,0.0526,0.0509,0.45
1816,2002.464518939940,1736.999721689410,0.0361,0.0449,0.0533,0.0421,0.45
1817,2066.908857639330,1792.900736327410,0,0,0.0697,0.0446,0.45
1818,2150.113273372530,1865.074822612040,0,0,0.0787,0.0431,0.45
1819,2191.454924613650,1900.935850870370,0,0,0.077,0.038,0.45
1820,2084.105594920310,1807.817718670170,0,0,0.0664,0.0283,0.45
1821,1947.921332008360,1689.687272642710,0,0,0.053,0.0191,0.45
1822,1881.739949139170,1632.279492111500,0,0,0.038,0.0113,0.45
1823,1751.114227570550,1518.970696942310,0,0,0.0242,0.0044,0.45
1824,1652.276414309210,1433.235717618820,0,0,0.0133,0.0006,0.45
1825,1597.559522960660,1385.772591982790,0,0,0.0059,0,0.45
1826,1571.156451579780,1362.869750406030,0,0,0.0022,0,0.45
1827,1600.165089215360,1388.032740822600,0,0,0.0014,0,0.45
1828,1651.581596641300,1432.633011261540,0,0,0.0022,0,0.45
1829,1740.865666968770,1510.080778172390,0.021,0.0237,0.0043,0,0.45
1830,1859.505783765780,1612.992888678450,0.1409,0.1577,0.0031,0,0.45
1831,2002.464518939940,1736.999721689410,0.2591,0.2953,0.0011,0,0.45
1832,2082.889664001450,1806.762982544920,0.3564,0.4116,0.0038,0,0.45
1833,2112.766823721930,1832.679355908090,0.4226,0.4924,0.0042,0,0.45
1834,2109.466439799310,1829.816500710980,0.4569,0.5361,0.0047,0,0.45
1835,2123.883906408620,1842.322657624620,0.4574,0.5402,0.0066,0,0.45
1836,2082.368550750510,1806.310952776960,0.4236,0.5034,0.01,0.0009,0.45
1837,2041.721717177310,1771.052630875910,0.3584,0.4297,0.0151,0.0037,0.45
1838,1988.220756747610,1724.644241365120,0.2627,0.3192,0.0212,0.0086,0.45
1839,1949.658376178160,1691.194038535920,0.1479,0.1829,0.0235,0.0121,0.45
1840,1912.485630944540,1658.949248421280,0.0364,0.0451,0.0335,0.0189,0.45
1841,1965.291773706320,1704.754931574790,0,0,0.0509,0.0299,0.45
1842,2078.373349159980,1802.845391222580,0,0,0.0705,0.0479,0.45
1843,2153.066248461170,1867.636324630490,0,0,0.09,0.0741,0.45
1844,2013.581601626620,1746.643023405950,0,0,0.109,0.1094,0.45
1845,1861.937645603490,1615.102360928940,0,0,0.1374,0.1594,0.45
1846,1780.122865206140,1544.133687358880,0,0,0.1694,0.2131,0.45
1847,1631.258179854700,1415.003850311000,0,0,0.196,0.2471,0.45
1848,1534.157410763140,1330.775636880720,0,0,0.212,0.2584,0.45
1849,1487.604627012630,1290.394310942760,0,0,0.212,0.2483,0.45
1850,1475.445317824060,1279.846949690310,0,0,0.197,0.2106,0.45
1851,1524.082554578330,1322.036394700120,0,0,0.1695,0.1476,0.45
1852,1584.879100521160,1374.773200962370,0,0,0.15,0.0981,0.45
1853,1677.637259188230,1455.234499659650,0.0021,0.0077,0.1274,0.0893,0.45
1854,1849.430927580970,1604.253646497850,0.0301,0.0538,0.0997,0.095,0.45
1855,2055.791774952640,1783.257434610880,0.0731,0.1326,0.1095,0.1104,0.45
1856,2165.225557649740,1878.183685882950,0.1362,0.2049,0.0961,0.0717,0.45
1857,2195.797535038140,1904.702765603400,0.1877,0.2589,0.075,0.0494,0.45
1858,2257.462603065860,1958.192954812250,0.2108,0.2989,0.0611,0.0423,0.45
1859,2269.274503420470,1968.438962886060,0.2897,0.3284,0.0541,0.0396,0.45
1860,2195.102717370220,1904.100059246120,0.2862,0.3573,0.0498,0.0399,0.45
1861,2151.676613125340,1866.430911915930,0.257,0.3185,0.047,0.0434,0.45
1862,2131.526900755710,1848.952427554720,0.1444,0.2079,0.0462,0.045,0.45
1863,2070.904059229850,1796.366297881780,0.0515,0.0823,0.0428,0.04,0.45
1864,2050.928051277220,1779.038490109910,0.0059,0.0092,0.0407,0.0359,0.45
1865,2080.805210997700,1804.954863473080,0,0,0.0493,0.0429,0.45
1866,2143.859914361260,1859.650465396490,0,0,0.0494,0.0411,0.45
1867,2147.681411534810,1862.965350361550,0,0,0.0428,0.0294,0.45
1868,2024.177571062370,1755.834295354510,0,0,0.0359,0.0257,0.45
1869,1858.116148429940,1611.787475963890,0,0,0.03,0.0341,0.45
1870,1771.611348774150,1536.750534482170,0,0,0.0245,0.0423,0.45
1871,1652.623823143160,1433.537070797460,0,0,0.0185,0.0463,0.45
1872,1535.199637265010,1331.679696416640,0,0,0.0127,0.041,0.45
1873,1471.276411816550,1276.230711546620,0,0,0.0088,0.0321,0.45
1874,1436.014415169710,1245.643363914510,0,0,0.0068,0.0246,0.45
1875,1460.333033546840,1266.738086419410,0,0,0.0051,0.017,0.45
1876,1474.750500156140,1279.244243333030,0,0,0.0035,0.0101,0.45
1877,1449.215950860150,1257.094784702880,0.0069,0.0061,0.0019,0.0034,0.45
1878,1447.131497856400,1255.286665631030,0.0609,0.0574,0.0003,0,0.45
1879,1590.785050698470,1379.896204999270,0.1585,0.1446,0.0011,0,0.45
1880,1703.519217318160,1477.685311468430,0.2887,0.2684,0.0025,0,0.45
1881,1808.436685173800,1568.693971418160,0.3516,0.3439,0.0053,0,0.45
1882,1870.101753201540,1622.184160627020,0.4063,0.415,0.0092,0,0.45
1883,1901.715957091800,1649.607299883390,0.4063,0.4562,0.0147,0.0019,0.45
1884,1835.013460971670,1591.747489584230,0.351,0.4212,0.0222,0.008,0.45
1885,1743.644937640440,1512.491603601530,0.2972,0.3625,0.0317,0.0143,0.45
1886,1698.829198059720,1473.617043556780,0.2249,0.2734,0.0418,0.0176,0.45
1887,1669.299447173210,1448.002023372250,0.13,0.1528,0.0519,0.0219,0.45
1888,1627.089273847180,1411.387612167310,0.0339,0.0365,0.0727,0.0371,0.45
1889,1696.744745055970,1471.808924484930,0,0,0.1304,0.0973,0.45
1890,1797.667011321080,1559.352022880280,0,0,0.2017,0.1946,0.45
1891,1853.252424754520,1607.568531462910,0,0,0.2538,0.2797,0.45
1892,1746.597912729090,1515.053105619970,0,0,0.2717,0.2946,0.45
1893,1623.615185507590,1408.374080380900,0,0,0.2683,0.2607,0.45
1894,1583.663169602310,1373.718464837140,0,0,0.2642,0.2459,0.45
1895,1466.933801392060,1272.463796813600,0,0,0.2648,0.2733,0.45
1896,1394.846468345560,1209.933012245490,0,0,0.2644,0.3059,0.45
1897,1308.862781940700,1135.348100531730,0,0,0.274,0.306,0.45
1898,1287.670843069200,1116.965556634600,0,0,0.2787,0.2859,0.45
1899,1288.191956320130,1117.417586402560,0,0,0.2845,0.3049,0.45
1900,1299.309039006820,1127.060888119090,0,0,0.2914,0.3456,0.45
1901,1277.595986884380,1108.226314454000,0.0004,0.0017,0.3082,0.3759,0.45
1902,1243.376216739420,1078.543026357810,0.0154,0.0257,0.3186,0.4066,0.45
1903,1346.382936008280,1167.894243825010,0.0667,0.0724,0.3826,0.4838,0.45
1904,1492.294646271070,1294.462578854420,0.1761,0.1975,0.4453,0.5647,0.45
1905,1601.033611300250,1388.786123769200,0.2345,0.2942,0.4434,0.5411,0.45
1906,1708.209236576620,1481.753579380090,0.2379,0.3254,0.4284,0.5023,0.45
1907,1840.572002315010,1596.569140442490,0.2291,0.311,0.4123,0.4636,0.45
1908,1748.856070149830,1517.011901281150,0.1996,0.246,0.3864,0.4288,0.45
1909,1647.065281799830,1428.715419939200,0.1882,0.2055,0.3502,0.3911,0.45
1910,1631.779293105640,1415.455880078970,0.1059,0.127,0.289,0.3103,0.45
1911,1592.348390451280,1381.252294303170,0.0564,0.0663,0.1881,0.1787,0.45
1912,1588.700597694720,1378.088085927430,0.0132,0.0142,0.1711,0.1574,0.45
1913,1672.252422261870,1450.563525390700,0,0,0.212,0.2021,0.45
1914,1784.291771213650,1547.749925502580,0,0,0.2169,0.2094,0.45
1915,1816.427088354850,1575.625094526910,0,0,0.2088,0.2071,0.45
1916,1700.218833395560,1474.822456271340,0,0,0.1937,0.1884,0.45
1917,1613.019216071840,1399.182808432340,0,0,0.1918,0.1886,0.45
1918,1586.963553524910,1376.581320034230,0,0,0.1975,0.2009,0.45
1919,1488.820557931480,1291.449047068010,0,0,0.1934,0.2073,0.45
1920,1412.390614460490,1225.151347766890,0,0,0.18,0.2133,0.45
1921,1383.555681241890,1200.139033939640,0,0,0.1672,0.2201,0.45
1922,1386.682360747520,1202.851212547420,0,0,0.1669,0.2169,0.45
1923,1452.516334782760,1259.957639899980,0,0,0.1661,0.2121,0.45
1924,1508.449157050170,1308.475501661250,0,0,0.1607,0.172,0.45
1925,1634.905972611260,1418.168058686750,0.005,0.0054,0.1568,0.1457,0.45
1926,1804.962596834210,1565.680439631750,0.0449,0.049,0.1434,0.1279,0.45
1927,1976.408856393010,1714.398233291310,0.0934,0.1075,0.209,0.2176,0.45
1928,2028.867590320820,1759.902563266170,0.1396,0.1569,0.2863,0.3221,0.45
1929,2032.689087494370,1763.217448231230,0.221,0.2742,0.3688,0.4458,0.45
1930,2099.912696865440,1821.529288298350,0.3028,0.3467,0.4316,0.5208,0.45
1931,2220.637266666210,1926.249517876260,0.2796,0.3158,0.4469,0.5211,0.45
1932,2156.366632383780,1870.499179827580,0.2627,0.2912,0.4631,0.5291,0.45
1933,2103.039376371080,1824.241466906130,0.1863,0.2229,0.4767,0.5308,0.45
1934,2083.410777252390,1807.215012312890,0.1336,0.1626,0.4583,0.5056,0.45
1935,2085.321525839170,1808.872454795420,0.0895,0.0986,0.3622,0.387,0.45
1936,2043.806170181060,1772.860749947760,0.0146,0.0219,0.3127,0.3146,0.45
1937,2082.368550750510,1806.310952776960,0,0,0.3648,0.3927,0.45
1938,2160.535538391300,1874.115417971290,0,0,0.3661,0.3907,0.45
1939,2186.938609772180,1897.018259548030,0,0,0.3248,0.2956,0.45
1940,2043.632465764080,1772.710073358440,0,0,0.3134,0.2916,0.45
1941,1902.410774759720,1650.210006240670,0,0,0.3184,0.3736,0.45
1942,1795.061445066380,1557.091874040470,0,0,0.3384,0.4777,0.45
1943,1655.403093814850,1435.947896226600,0,0,0.3487,0.4458,0.45
1944,1552.570078962960,1346.747355348720,0,0,0.3163,0.3753,0.45
1945,1506.885817297350,1307.119412357360,0,0,0.2773,0.2851,0.45
1946,1495.942439027640,1297.626787230160,0,0,0.2634,0.2729,0.45
1947,1538.500021187630,1334.542551613740,0,0,0.2523,0.2601,0.45
1948,1591.827277200330,1380.800264535200,0,0,0.2415,0.2353,0.45
1949,1697.265858306910,1472.260954252890,0.0034,0.0037,0.2091,0.203,0.45
1950,1827.023057790620,1584.816366475480,0.0326,0.0367,0.1719,0.17,0.45
1951,2009.933808870050,1743.478815030210,0.0787,0.0945,0.1942,0.182,0.45
1952,2123.536497574650,1842.021304445970,0.1133,0.1322,0.1757,0.157,0.45
1953,2154.629588213990,1868.992413934380,0.1423,0.2449,0.1669,0.1576,0.45
1954,2183.811930266540,1894.306080940260,0.3305,0.4124,0.157,0.1576,0.45
1955,2218.900222496410,1924.742751983050,0.3557,0.4065,0.1411,0.1436,0.45
1956,2170.262985742150,1882.553306973250,0.2862,0.3371,0.1277,0.1333,0.45
1957,2173.910778498710,1885.717515348980,0.1884,0.2465,0.1121,0.1183,0.45
1958,2126.836881497270,1844.884159643060,0.1034,0.1502,0.0895,0.0883,0.45
1959,2085.147821422180,1808.721778206080,0.0505,0.0658,0.0502,0.0401,0.45
1960,2048.322485022530,1776.778341270100,0.0125,0.0147,0.0241,0.0169,0.45
1961,2071.251468063820,1796.667651060430,0,0,0.0222,0.0156,0.45
1962,2140.385826021670,1856.636933610080,0,0,0.023,0.0139,0.45
1963,2169.220759240270,1881.649247437320,0,0,0.0233,0.0111,0.45
1964,2022.440526892570,1754.327529461300,0,0,0.0216,0.0074,0.45
1965,1877.049929880710,1628.211224199850,0,0,0.0183,0.003,0.45
1966,1774.390619445820,1539.161359911300,0,0,0.0164,0.0007,0.45
1967,1634.211154943340,1417.565352329460,0,0,0.0184,0.0013,0.45
1968,1536.589272600850,1332.885109131210,0,0,0.0226,0.0071,0.45
1969,1491.947237437110,1294.161225675780,0,0,0.0273,0.0187,0.45
1970,1478.745701746670,1282.709804887410,0,0,0.0307,0.033,0.45
1971,1502.369502455890,1303.201821035030,0,0,0.0276,0.038,0.45
1972,1573.588313417480,1364.979222656530,0,0,0.0224,0.0297,0.45
1973,1658.703477737460,1438.810751423690,0.0032,0.0035,0.0191,0.0203,0.45
1974,1794.192922981480,1556.338491093860,0.018,0.0205,0.0163,0.0191,0.45
1975,1979.709240315620,1717.261088488410,0.0257,0.0387,0.0188,0.0214,0.45
1976,2074.551851986430,1799.530506257520,0.044,0.0655,0.0237,0.0243,0.45
1977,2140.906939272610,1857.088963378050,0.078,0.1214,0.028,0.022,0.45
1978,2195.971239455120,1904.853442192710,0.1021,0.1697,0.0328,0.0194,0.45
1979,2242.176614371670,1944.933414952030,0.1338,0.2169,0.041,0.0237,0.45
1980,2189.023062775930,1898.826378619880,0.1776,0.2738,0.052,0.0321,0.45
1981,2152.545135210240,1867.184294862540,0.2182,0.2801,0.0639,0.0391,0.45
1982,2102.518263120140,1823.789437138160,0.1281,0.182,0.0704,0.0417,0.45
1983,2098.001948278670,1819.871845815820,0.0769,0.0976,0.066,0.0337,0.45
1984,2031.473156575510,1762.162712105980,0.0246,0.0287,0.0569,0.0317,0.45
1985,2056.660297037550,1784.010817557490,0,0,0.0741,0.0599,0.45
1986,2129.616152168930,1847.294985072190,0,0,0.0846,0.0913,0.45
1987,2183.811930266540,1894.306080940260,0,0,0.088,0.1117,0.45
1988,2047.453962937620,1776.024958323480,0,0,0.0862,0.1123,0.45
1989,1904.321523346500,1651.867448723200,0,0,0.0805,0.0914,0.45
1990,1820.422289945400,1579.090656081280,0,0,0.069,0.0681,0.45
1991,1671.210195759980,1449.659465854780,0,0,0.0539,0.0497,0.45
1992,1572.719791332590,1364.225839709930,0,0,0.041,0.0366,0.45
1993,1527.209234083960,1324.748573307890,0,0,0.0322,0.0283,0.45
1994,1525.124781080200,1322.940454236040,0,0,0.0239,0.0193,0.45
1995,1582.447238683450,1372.663728711890,0,0,0.0161,0.0104,0.45
1996,1634.732268194280,1418.017382097430,0,0,0.0092,0.0049,0.45
1997,1692.054725797530,1467.740656573270,0.0059,0.0076,0.0037,0.0006,0.45
1998,1811.215955845470,1571.104796847290,0.0371,0.0452,0.0012,0,0.45
1999,2003.159336607850,1737.602428046710,0.081,0.101,0.0011,0,0.45
2000,2104.255307289940,1825.296203031380,0.1351,0.2161,0.0014,0,0.45
2001,2149.939568955550,1864.924146022730,0.2737,0.38,0.0009,0,0.45
2002,2181.380068428840,1892.196608689780,0.391,0.4378,0.0008,0,0.45
2003,2174.084482915700,1885.868191938310,0.3773,0.4502,0.0015,0.0006,0.45
2004,2099.391583614500,1821.077258530390,0.3194,0.4047,0.0038,0.004,0.45
2005,2004.375267526700,1738.657164171940,0.2766,0.3455,0.0089,0.0123,0.45
2006,1994.821524592830,1730.369951759310,0.1925,0.2448,0.0143,0.0189,0.45
2007,1950.353193846080,1691.796744893200,0.0972,0.1141,0.0106,0.0119,0.45
2008,1945.142061336690,1687.276447213580,0.0256,0.0306,0.0069,0.0071,0.45
2009,1967.028817876100,1706.261697467990,0,0,0.0157,0.0176,0.45
2010,2026.262024066120,1757.642414426360,0,0,0.0386,0.0459,0.45
2011,2074.030738735490,1799.078476489560,0,0,0.0775,0.0883,0.45
2012,1944.968356919700,1687.125770624250,0,0,0.1164,0.1319,0.45
2013,1771.090235523210,1536.298504714200,0,0,0.143,0.1633,0.45
2014,1675.205397350510,1453.125027409160,0,0,0.1515,0.1573,0.45
2015,1527.035529666980,1324.597896718570,0,0,0.1428,0.1341,0.45
2016,1400.231305271930,1214.603986514440,0,0,0.132,0.122,0.45
2017,1348.641093429010,1169.853039486180,0,0,0.1293,0.121,0.45
2018,1329.359903144280,1153.127938071580,0,0,0.1235,0.1127,0.45
2019,1348.988502262970,1170.154392664820,0,0,0.1147,0.0964,0.45
2020,1357.673723111940,1177.688222130850,0,0,0.1112,0.1001,0.45
2021,1302.435718512460,1129.773066726860,0.0083,0.0104,0.1032,0.111,0.45
2022,1224.789844122610,1062.420631300490,0.0419,0.0533,0.0666,0.0759,0.45
2023,1328.143972225420,1152.073201946330,0.0939,0.1132,0.062,0.0637,0.45
2024,1489.689080016380,1292.202430014610,0.129,0.1643,0.0959,0.081,0.45
2025,1581.926125432500,1372.211698943920,0.1876,0.2215,0.1301,0.123,0.45
2026,1662.351270494020,1441.974959799420,0.1903,0.2219,0.1442,0.1494,0.45
2027,1792.282174394700,1554.681048611330,0.1124,0.1652,0.1494,0.153,0.45
2028,1731.138219617920,1501.642889170440,0.0741,0.1199,0.1421,0.142,0.45
2029,1619.619983917060,1404.908518826530,0.0456,0.0754,0.1199,0.1156,0.45
2030,1576.714992923120,1367.691401264300,0.0306,0.04,0.0794,0.0646,0.45
2031,1567.161249989240,1359.404188851660,0.0163,0.0188,0.0561,0.041,0.45
2032,1541.626700693260,1337.254730221510,0.0034,0.0036,0.0681,0.0636,0.45
2033,1593.911730204090,1382.608383607050,0,0,0.0982,0.1067,0.45
2034,1684.759140284390,1461.412239821790,0,0,0.1098,0.1239,0.45
2035,1733.222672621670,1503.451008242280,0,0,0.102,0.1159,0.45
2036,1651.234187807330,1432.331658082890,0,0,0.0914,0.1013,0.45
2037,1553.438601047860,1347.500738295320,0,0,0.0924,0.0996,0.45
2038,1506.538408463390,1306.818059178720,0,0,0.1028,0.112,0.45
2039,1392.935719758790,1208.275569762960,0,0,0.106,0.1139,0.45
2040,1310.947234944450,1137.156219603580,0,0,0.1102,0.1116,0.45
2041,1269.431879286350,1101.144514755920,0,0,0.1113,0.1094,0.45
2042,1238.338788647010,1074.173405267510,0,0,0.111,0.1091,0.45
2043,1259.183318684560,1092.254595986000,0,0,0.1062,0.104,0.45
2044,1299.135334589850,1126.910211529770,0,0,0.0977,0.0961,0.45
2045,1315.463549785920,1141.073810925920,0.0031,0.0043,0.0779,0.0793,0.45
2046,1291.666044659720,1120.431118188980,0.0377,0.0437,0.0441,0.0433,0.45
2047,1423.507697147180,1234.794649483410,0.1187,0.1357,0.029,0.0226,0.45
2048,1548.748581789410,1343.432470383660,0.2364,0.2702,0.02,0.0113,0.45
2049,1638.032652116890,1420.880237294520,0.4078,0.4143,0.0135,0.0073,0.45
2050,1718.978910429350,1491.095527917980,0.4502,0.4976,0.0106,0.0069,0.45
2051,1776.475072449570,1540.969478983140,0.4586,0.5194,0.0098,0.0067,0.45
2052,1660.961635158190,1440.769547084860,0.4344,0.5047,0.009,0.0043,0.45
2053,1566.292727904350,1358.650805905060,0.3744,0.4428,0.0094,0.0016,0.45
2054,1514.528811644450,1313.749182287480,0.2829,0.3399,0.0136,0.0013,0.45
2055,1473.360864820310,1278.038830618460,0.1737,0.2099,0.0215,0.004,0.45
2056,1466.586392558100,1272.162443634960,0.0628,0.0751,0.0398,0.016,0.45
2057,1529.119982670730,1326.406015790420,0.0001,0.0002,0.0942,0.0563,0.45
2058,1615.103669075600,1400.990927504190,0,0,0.1636,0.1483,0.45
2059,1708.904054244540,1482.356285737390,0,0,0.2349,0.2807,0.45
2060,1628.826318016980,1412.894378060520,0,0,0.3053,0.3819,0.45
2061,1536.762977017830,1333.035785720530,0,0,0.3394,0.4164,0.45
2062,1495.768734610660,1297.476110640840,0,0,0.3479,0.4116,0.45
2063,1351.941477351620,1172.715894683270,0,0,0.3561,0.3909,0.45
2064,1228.437636879180,1065.584839676230,0,0,0.3415,0.3624,0.45
2065,1190.222665143680,1032.435990025670,0,0,0.3282,0.3383,0.45
2066,1180.842626626790,1024.299454202350,0,0,0.2956,0.2723,0.45
2067,1186.227463553160,1028.970428471290,0,0,0.2731,0.2227,0.45
2068,1223.921322037710,1061.667248353890,0,0,0.2536,0.2097,0.45
2069,1185.358941468260,1028.217045524690,0.023,0.0281,0.2591,0.2316,0.45
2070,1207.071993590700,1047.051619189780,0.0963,0.1316,0.2498,0.2467,0.45
2071,1334.049922402730,1157.196205983230,0.2651,0.3052,0.3196,0.2959,0.45
2072,1484.130538673040,1287.380779156350,0.3484,0.408,0.4211,0.388,0.45
2073,1561.602708645900,1354.582537993400,0.4121,0.4861,0.4647,0.4601,0.45
2074,1605.376221724740,1392.553038502220,0.4431,0.5197,0.4916,0.5158,0.45
2075,1528.598869419790,1325.953986022460,0.4283,0.504,0.4888,0.5027,0.45
2076,1459.290807044960,1265.834026883480,0.3808,0.437,0.4726,0.4757,0.45
2077,1389.635335836180,1205.412714565870,0.2223,0.2836,0.4603,0.5077,0.45
2078,1376.954913396670,1194.413323545460,0.077,0.142,0.4081,0.5864,0.45
2079,1368.269692547690,1186.879494079420,0.0544,0.0704,0.3085,0.4234,0.45
2080,1359.063358447780,1178.893634845420,0.0228,0.0206,0.1812,0.1469,0.45
2081,1429.066238490530,1239.616300341680,0,0,0.0935,0.0481,0.45
2082,1467.802323476960,1273.217179760200,0,0,0.0657,0.0437,0.45
2083,1518.002899984040,1316.762714073890,0,0,0.071,0.0567,0.45
2084,1436.882937254610,1246.396746861110,0,0,0.082,0.0573,0.45
2085,1398.146852268170,1212.795867442590,0,0,0.0882,0.0546,0.45
2086,1307.646851021840,1134.293364406480,0,0,0.0927,0.0659,0.45
2087,1191.786004896500,1033.792079329550,0,0,0.0997,0.0866,0.45
2088,1139.500975385660,988.438425944013,0,0,0.1097,0.1207,0.45
2089,1127.167961780120,977.740388102241,0,0,0.1221,0.1479,0.45
2090,1140.890610721500,989.643838658579,0,0,0.1304,0.1449,0.45
2091,1168.509613021240,1013.601416360580,0,0,0.1391,0.1456,0.45
2092,1178.410764789080,1022.189981951860,0,0,0.1453,0.1427,0.45
2093,1142.975063725250,991.451957730428,0.0334,0.0418,0.1218,0.0963,0.45
2094,1179.626695707930,1023.244718077100,0.126,0.1552,0.0619,0.0371,0.45
2095,1349.162206679950,1170.305069254140,0.2736,0.314,0.0654,0.0319,0.45
2096,1435.667006335750,1245.342010735860,0.3583,0.4165,0.1995,0.1841,0.45
2097,1412.911727711430,1225.603377534850,0.4158,0.4779,0.3076,0.3121,0.45
2098,1532.246662176360,1329.118194398190,0.4373,0.4988,0.3741,0.398,0.45
2099,1563.860866066630,1356.541333654560,0.4035,0.4652,0.4241,0.4687,0.45
2100,1531.725548925420,1328.666164630230,0.3057,0.3726,0.4581,0.5066,0.45
2101,1572.372382498630,1363.924486531280,0.1652,0.2244,0.4606,0.4683,0.45
2102,1497.332074363480,1298.832199944720,0.063,0.0942,0.4324,0.4388,0.45
2103,1406.310959866210,1219.877667140660,0.0213,0.0332,0.4159,0.4734,0.45
2104,1490.210193267320,1292.654459782580,0.0082,0.013,0.416,0.4514,0.45
2105,1558.649733557240,1352.021035974940,0,0,0.4383,0.497,0.45
2106,1612.324398403930,1398.580102075040,0,0,0.4513,0.5791,0.45
2107,1588.353188860750,1377.786732748790,0,0,0.4346,0.5967,0.45
2108,1462.764895384550,1268.847558669900,0,0,0.4075,0.572,0.45
2109,1418.470269054780,1230.425028393110,0,0,0.3591,0.5211,0.45
2110,1365.143013042060,1184.167315471650,0,0,0.3212,0.4046,0.45
2111,1249.282166916720,1083.666030394720,0,0,0.2822,0.2749,0.45
2112,1174.415563198550,1018.724420397480,0,0,0.2378,0.2251,0.45
2113,1199.428999243600,1040.421849259670,0,0,0.1859,0.1471,0.45
2114,1224.095026454690,1061.817924943210,0,0,0.148,0.0979,0.45
2115,1312.684279114250,1138.662985496780,0,0,0.142,0.0783,0.45
2116,1447.131497856400,1255.286665631030,0,0,0.1667,0.1599,0.45
2117,1736.696760961260,1506.464540028690,0.0039,0.0085,0.2095,0.3161,0.45
2118,1906.058567516300,1653.374214616420,0.0404,0.0564,0.2605,0.506,0.45
2119,2017.055689966210,1749.656555192360,0.079,0.1131,0.4033,0.6937,0.45
2120,2065.519222303490,1791.695323612840,0.0672,0.1248,0.455,0.7234,0.45
2121,2132.048014006650,1849.404457322680,0.0769,0.1314,0.4775,0.6283,0.45
